id,date,sentence,growth_sentiment_1,employment_sentimen_1,inflation_sentiment_1,Sandro,Ziwei
11200,2014/4/9,One of these members argued that the Committee should continue to provide quantitative thresholds for both the unemployment rate and inflation.,neutral,neutral,neutral,,neutral
11201,2014/5/21,"The pace of activity in the housing sector remained soft, as real expenditures for residential investment decreased again in the first quarter.",negative,neutral,neutral,,negative
11202,2014/7/9,"The payrolls of these governments expanded in April and May, and nominal state and local construction expenditures increased a little in April.",positive,neutral,neutral,,positive
11203,2014/8/20,Most participants supported reducing or ending re- investment sometime after the first increase in the target range for the federal funds rate.,neutral,neutral,neutral,,neutral
11204,2014/8/20,"The VIX, an index of option-implied volatility for one-month returns on the S&P 500 index, remained at low levels over the intermeeting period.",positive,neutral,neutral,,negative
11205,2014/11/19,The recovery in the housing sector remained slow despite low interest rates and some recent improvement in the availability of mortgage credit.,negative,neutral,neutral,,negative
11206,2015/4/8,The combination of these term and ON RRP test operations continued to provide a soft floor for money market rates over the intermeeting period.,neutral,neutral,neutral,,neutral
11207,2015/4/8,This change in the forward guidance does not indicate that the Committee has decided on the timing of the initial increase in the target range.,neutral,neutral,neutral,,neutral
11208,2015/7/8,"The U.S. international trade deficit widened substantially in March but narrowed in April, leaving the deficit modestly wider than in February.",neutral,neutral,neutral,,neutral
11209,2015/7/8,"Most of the increase in nominal yields was attributable to a rise in real yields, as measures of inflation compensation were relatively stable.",neutral,neutral,positive,,neutral
11210,2015/7/8,"On the one hand, a rebound in productivity growth in coming quarters might restrain hiring and slow the improvement in labor market conditions.",positive,negative,neutral,,negative
11211,2015/8/19,The staff next summarized some of the recent steps the System had taken to prepare further for the process of normalization of monetary policy.,neutral,neutral,neutral,,neutral
11212,2015/10/8,The weakness in commodity prices and the appreciation of the dollar also continued to weigh on activity in the energy and agricultural sectors.,negative,neutral,positive,,negative
11213,2015/11/18,Financing conditions for most businesses and households remained accommodative but tightened somewhat for businesses with lower credit quality.,neutral,neutral,neutral,,negative
11214,2015/11/18,"The staff's forecast for inflation in the near term was revised up a little, reflecting recent data, and it was unrevised over the medium term.",neutral,neutral,negative,,neutral
11215,2016/1/6,It was noted that the System's reverse repurchase (RRP) agreement operations continued to provide a soft floor under short-term interest rates.,neutral,neutral,neutral,,neutral
11216,2016/1/6,The expected path of the federal funds rate implied by market quotes on interest rate derivatives rose moderately over the intermeeting period.,neutral,neutral,neutral,,positive
11217,2016/5/18,"However, demand for CRE loans reportedly strengthened, and CRE loans on banks' books continued to grow at a robust pace over the first quarter.",positive,neutral,neutral,,positive
11218,2016/7/6,"The unemployment rate dropped to 4.7 percent in May, partly reflecting an unusually large number of unemployed persons exiting the labor force.",neutral,positive,neutral,,positive
11219,2016/8/17,"The growth of commercial and industrial (C&I) lending on banks' books slowed in June, but expansion of such loans continued through early July.",neutral,neutral,neutral,,positive
11220,2016/8/17,Several of these members observed that the recent pace of job gains remained well above that consistent with stable rates of labor utilization.,neutral,neutral,neutral,,positive
11221,2016/10/12,The measure of longer-run inflation expectations for PCE prices from the Survey of Professional Forecasters was unchanged in the third quarter.,neutral,neutral,positive,,neutral
11222,2016/10/12,Some participants noted the importance of clearly communicating to the public the conditions that would warrant an increase in the policy rate.,neutral,neutral,neutral,,neutral
11223,2017/1/4,"Most private borrowing rates increased somewhat, but financing conditions for nonfinancial firms and households remained broadly accommodative.",positive,neutral,neutral,,neutral
11224,2017/1/4,Participants generally agreed that they should continue to closely monitor inflation indicators and global economic and financial developments.,neutral,neutral,neutral,,neutral
11225,2017/2/22,"The pace of purchase originations was little changed in recent months despite higher mortgage rates, while refinance originations fell sharply.",negative,neutral,neutral,,negative
11226,2017/5/24,Net debt financing by nonfinancial businesses increased in the first quarter but remained noticeably below the pace of the same time last year.,neutral,neutral,neutral,,negative
11227,2017/7/5,"Over the 12 months ending in May, the consumer price index (CPI) rose a little less than 2 percent, while core CPI inflation was 1-3/4 percent.",neutral,neutral,positive,,neutral
11228,2017/8/16,"Financing conditions for commercial real estate (CRE) remained accommodative, although the growth of CRE loans on banks' books slowed somewhat.",neutral,neutral,neutral,,positive
11229,2017/8/16,"Several participants observed that the banking system was well capitalized and had ample liquidity, reducing the risk of financial instability.",positive,neutral,neutral,,positive
11230,2017/10/11,"After increasing in June, exports retraced a bit of this gain in July, with lower exports of consumer goods, automotive products, and services.",negative,neutral,neutral,,negative
11231,2017/10/11,"Members saw near-term risks to the economic outlook as roughly balanced, but they agreed to continue to monitor inflation developments closely.",neutral,neutral,neutral,,neutral
11232,2017/11/22,"Total U.S. consumer prices, as measured by the PCE price index, increased a bit more than 1-1/2 percent over the 12 months ending in September.",neutral,neutral,positive,,positive
11233,2017/11/22,There was no discernible reaction in financial markets to the widely anticipated announcement of the FOMC's change to its balance sheet policy.,neutral,neutral,neutral,,neutral
11234,2018/2/21,"The participation rate for prime-age (defined as ages 25 to 54) men edged up in December, while the rate for prime-age women declined slightly.",neutral,neutral,neutral,,neutral
11235,2018/2/21,"Revolving credit expanded in November, while nonrevolving credit grew robustly, mainly driven by expansion in student and other consumer loans.",positive,neutral,neutral,,positive
11236,2018/5/23,"Labor markets were generally strong, and contacts in a number of Districts reported shortages of workers in specific industries or occupations.",neutral,positive,neutral,,negative
11237,2018/5/23,"Activity in the energy sector remained strong, and crude oil production was expected to continue to expand in response to rising global demand.",positive,neutral,neutral,,positive
11238,2018/7/5,"On a 12-month basis, overall inflation and core inflation, which excludes changes in food and energy prices, had both moved close to 2 percent.",neutral,neutral,positive,,neutral
11239,2018/7/5,Other business contacts facing labor shortages were responding by increasing training for less-qualified workers or by investing in automation.,positive,positive,neutral,,neutral
11240,2018/8/22,"Accordingly, in their view, spells at the ELB could become more frequent and protracted than in the past, consistent with the staff's analysis.",negative,neutral,negative,,neutral
11241,2018/10/17,"Foreign inflation had risen a bit recently, boosted by higher oil prices and, in the EMEs, higher food prices and recent currency depreciation.",neutral,neutral,negative,,negative
11242,2019/2/20,Participants discussed market commentary that suggested that the process of balance sheet normalization might be influencing financial markets.,neutral,neutral,neutral,,neutral
11243,2019/2/20,"Participants also supported a proposal to remove from the statement the characterization of risks to the economic outlook as ""roughly balanced.",neutral,neutral,neutral,,neutral
11244,2019/4/10,The BEA estimated that the change in net exports was a drag of about 1/4 percentage point on the rate of real GDP growth in the fourth quarter.,negative,neutral,neutral,,negative
11245,2019/5/22,"In reviewing global developments, the manager noted that market prices appeared to reflect perceptions of improved economic prospects in China.",positive,neutral,neutral,,positive
11246,2019/7/10,Incoming data on shipments and orders of new capital goods looked weak and recent readings from some manufacturing surveys had dropped sharply.,negative,neutral,neutral,,negative
11247,2019/10/9,"Bank CRE loan growth slowed moderately since the second quarter, driven by slower growth in loans secured by nonfarm nonresidential properties.",neutral,neutral,neutral,,negative
11248,2019/10/9,"In light of these developments, most members agreed to lower the target range for the federal funds rate to 1-3/4 to 2 percent at this meeting.",neutral,neutral,neutral,,neutral
11249,2020/1/3,The four-week moving average of initial claims for unemployment insurance benefits through late November remained near historically low levels.,neutral,positive,neutral,,negative
11250,2020/2/19,"They generally agreed that supervisory, regulatory, and macroprudential tools should be the primary means to address financial stability risks.",neutral,neutral,neutral,,neutral
11251,2020/2/19,A couple of these participants cited the potential for such a facility to reduce the banking system's demand for reserves over the longer term.,neutral,neutral,neutral,,neutral
11252,2020/4/8,Those Treasury and agency MBS purchases would be in addition to the recently expanded overnight and term repo operations conducted by the Desk.,neutral,neutral,neutral,,neutral
11253,2020/4/8,Participants generally commented that these additional measures would be helpful in supporting the flow of credit to households and businesses.,neutral,neutral,neutral,,neutral
11254,2020/5/20,"Real disposable personal income was about flat in the first quarter, so the personal saving rate moved up notably with the decline in spending.",negative,neutral,neutral,,negative
11255,2020/8/19,"In contrast, the trimmed mean measure of 12-month PCE price inflation constructed by the Federal Reserve Bank of Dallas was 2.0 percent in May.",neutral,neutral,positive,,neutral
11256,2020/8/19,The increasing number of virus cases in many parts of the country had led to delays in some business reopenings and to some reclosures as well.,negative,neutral,neutral,,negative
11257,2020/8/19,There were also concerns that the anticipated increase in Treasury debt over the next few years could have implications for market functioning.,neutral,neutral,neutral,,negative
11258,2020/10/7,Gross institutional leveraged loan issuance picked up slightly in July but remained below the levels observed during the same period last year.,negative,neutral,neutral,,negative
11259,2020/10/7,Participants noted that the COVID-19 pandemic was causing tremendous human and economic hardship across the United States and around the world.,negative,neutral,neutral,,negative
11260,2020/11/25,The staff continued to observe that the uncertainty related to the future course of the pandemic and its consequences for the economy was high.,negative,neutral,neutral,,negative
11261,2021/1/6,"Yields on 2-year nominal Treasury securities were little changed since the November FOMC meeting, while 10- and 30-year yields rose moderately.",neutral,neutral,neutral,,neutral
11262,2021/1/6,Participants noted that the COVID-19 pandemic was causing tremendous human and economic hardship across the United States and around the world.,negative,neutral,neutral,,negative
11263,2021/2/17,"Consistent with the optimism driving stock prices, spreads on corporate bond yields over comparable-maturity Treasury yields narrowed somewhat.",positive,neutral,neutral,,neutral
11264,2021/5/19,"In addition, members agreed that the ongoing public health crisis continued to weigh on the economy and risks to the economic outlook remained.",negative,neutral,neutral,,negative
11265,2021/7/7,"Broad stock price indexes increased slightly over the intermeeting period, with stocks in cyclically sensitive sectors generally outperforming.",positive,neutral,neutral,,positive
11266,2021/7/7,The volume of credit rating upgrades for nonfinancial bonds and leveraged loans outpaced downgrades somewhat in the April-to-early-June period.,positive,neutral,neutral,,negative
11267,2021/11/24,"The effective federal funds rate remained at 8 basis points throughout the period except on month-ends, while the SOFR averaged 5 basis points.",neutral,neutral,neutral,,neutral
11268,2022/1/5,"Small business loan originations ticked down in October, likely reflecting weak loan demand as suggested by survey-based and market indicators.",negative,neutral,neutral,,negative
11269,2022/4/6,A few participants commented that both survey- and market-based measures of short-term inflation expectations were at historically high levels.,neutral,neutral,negative,,neutral
11270,2022/4/6,"Inflation remains elevated, reflecting supply and demand imbalances related to the pandemic, higher energy prices, and broader price pressures.",neutral,neutral,negative,,negative
11271,2022/5/25,The staff therefore anticipated that GDP growth would rebound in the second quarter and advance at a solid pace over the remainder of the year.,positive,neutral,neutral,,positive
11272,2022/5/25,"In addition, the invasion of Ukraine by Russia and COVID-related lockdowns in China were seen as likely to exacerbate supply chain disruptions.",negative,neutral,neutral,,negative
11273,2022/5/25,"Inflation remains elevated, reflecting supply and demand imbalances related to the pandemic, higher energy prices, and broader price pressures.",neutral,neutral,negative,,negative
11274,2022/7/6,"On balance, market participants were focused on the largely synchronous shift toward monetary policy tightening across most advanced economies.",neutral,neutral,neutral,,neutral
11275,2022/7/6,"Additionally, most business contacts had continued to report persistent wage pressures as well as difficulties in hiring and retaining workers.",neutral,positive,neutral,,negative
11276,2022/7/6,"Inflation remains elevated, reflecting supply and demand imbalances related to the pandemic, higher energy prices, and broader price pressures.",neutral,neutral,negative,,negative
11277,2022/10/12,"Reflecting increases in both policy rates and corporate bond spreads, yields on corporate bonds rose significantly since the start of the year.",neutral,neutral,neutral,,positive
11278,2022/10/12,"The credit quality of nonfinancial corporations remained generally strong, with low default rates for both corporate bonds and leveraged loans.",positive,neutral,neutral,,positive
11279,2022/11/23,"In offshore dollar funding markets, the premium associated with borrowing dollars was modestly higher than at similar points in previous years.",neutral,neutral,neutral,,positive
11280,2022/11/23,"On a 12-month change basis, total PCE price inflation was expected to be 5.3 percent in 2022 and core inflation was expected to be 4.6 percent.",neutral,neutral,negative,,neutral
11281,2023/1/4,The manager pro tem turned next to a discussion of operations and money markets and assessed that balance sheet runoff was proceeding smoothly.,neutral,neutral,neutral,,neutral
11282,2023/1/4,Nominal wage growth continued to be elevated and remained above the pace judged to be consistent with the FOMC's 2 percent inflation objective.,neutral,positive,negative,,neutral
11283,2023/1/4,"On net, the one-month option-implied volatility on the S&P 500 and the VIX decreased notably and was around the middle of its range since mid-2020.",positive,neutral,neutral,,neutral
11284,2023/1/4,"While delinquency rates on credit cards remained low relative to their historical range, those on auto loans surpassed their pre-pandemic peak.",neutral,neutral,neutral,,neutral
11285,2023/2/22,The manager pro tem turned first to a review of U.S. financial market developments.,neutral,neutral,neutral,,neutral
11286,2023/2/22,Narrowing yield differentials between the United States and some advanced foreign economies also contributed to the depreciation of the dollar.,neutral,neutral,negative,,negative
11287,2023/2/22,"Meanwhile, issuance of commercial mortgage-backed securities remained slow in November and December, amid high base interest rates and spreads.",negative,neutral,neutral,,negative
11288,2006/4/18,"Mortgage applications continued to decline in February, and survey measures of homebuying attitudes also maintained their recent downward trend.",negative,neutral,neutral,,negative
11289,2006/4/18,Investors had largely anticipated both the Committee's interest rate decision at the January meeting and the text of the accompanying statement.,neutral,neutral,neutral,,neutral
11290,2006/7/20,Real consumer spending appeared to be on track to decelerate noticeably in the current quarter after posting robust growth in the first quarter.,negative,neutral,neutral,,negative
11291,2006/7/20,The slowdown was attributed in part to higher energy prices and also to a likely downshift in home price appreciation and higher interest rates.,negative,neutral,negative,,negative
11292,2006/10/11,"The growth of imports was heavily concentrated in oil, reflecting higher petroleum prices, and in non-oil industrial supplies and capital goods.",positive,neutral,neutral,,positive
11293,2006/11/15,"A major exception was the motor vehicle sector, where the cutbacks in assemblies probably began to reduce the inventory overhang in that sector.",negative,neutral,neutral,,negative
11294,2006/11/15,Meeting participants reported that their business contacts were generally optimistic and perceived the economic outlook as relatively favorable.,positive,neutral,neutral,,positive
11295,2007/10/9,"In addition, private payrolls posted only a small gain in August, and manufacturing production decreased after gains in the previous two months.",negative,neutral,neutral,,negative
11296,2007/10/9,"Although growth remained robust in Canada, data late in the quarter, including retail sales, indicated a more significant weakening in activity.",negative,neutral,neutral,,negative
11297,2008/2/20,"Output in high-tech industries moderated in the fourth quarter, largely because of a deceleration in production of computers and semiconductors.",negative,neutral,neutral,,negative
11298,2008/2/20,Real spending on equipment and software rose at a sluggish rate in the fourth quarter after having posted a solid increase in the third quarter.,negative,neutral,neutral,,negative
11299,2008/2/20,"More generally, surveys of business conditions and sentiment deteriorated and suggested that capital spending would be reduced in the near term.",negative,neutral,neutral,,negative
11300,2008/4/8,"In emerging Asia, the pace of real GDP growth picked up in the fourth quarter in China and South Korea, but it softened in most other countries.",neutral,neutral,neutral,,negative
11301,2008/4/8,Neither the subsequent release of the minutes of the meeting nor the March 7 Federal Reserve announcements elicited significant market reaction.,neutral,neutral,neutral,,negative
11302,2008/4/8,"Strains in financial markets had increased, portending a possible further tightening in the availability of credit to households and businesses.",negative,neutral,neutral,,negative
11303,2008/4/8,Participants noted that the contraction in the housing sector had deepened and that considerable uncertainty surrounded the outlook for housing.,negative,neutral,neutral,,negative
11304,2008/7/16,The unemployment rate jumped from 5.0 percent in April to 5.5 percent in May and was now about a percentage point above its level of a year ago.,neutral,negative,neutral,,negative
11305,2008/8/26,Private nonfarm payroll employment fell in July at a pace only a bit less than the average monthly rate during the first six months of the year.,neutral,negative,neutral,,negative
11306,2008/10/7,"During recent months, some cost pressures eased as the prices of crude oil and other commodities declined and non-oil import prices decelerated.",neutral,neutral,positive,,positive
11307,2008/11/19,"The AMLF, CPFF, and MMIFF were intended to improve the liquidity in short-term debt markets and ease the strains in credit markets more broadly.",neutral,neutral,neutral,,positive
11308,2008/11/19,"Meeting participants noted that real consumer spending had been weakening through the summer, responding to lower employment and tighter credit.",negative,neutral,neutral,,negative
11309,2009/1/6,"In Asia, output decelerated significantly, as the pace of real activity moderated in China and several other economies saw declines in real GDP.",negative,neutral,neutral,,negative
11310,2009/4/8,The Federal Reserve and the Treasury had previously announced their expectation that the program would be expanded to accept other types of ABS.,neutral,neutral,neutral,,neutral
11311,2009/5/20,"Equity prices increased, money markets were functioning better, and corporate issuance of bonds and convertible securities was relatively brisk.",positive,neutral,neutral,,positive
11312,2009/7/15,Others were concerned that announcements of substantial additional purchases could add to perceptions that the federal debt was being monetized.,neutral,neutral,neutral,,negative
11313,2009/7/15,"Household spending has shown further signs of stabilizing but remains constrained by ongoing job losses, lower housing wealth, and tight credit.",neutral,neutral,neutral,,negative
11314,2009/10/14,"This caution, together with low utilization rates and substantial excess capacity, could hold back the rate of increase of new capital spending.",negative,neutral,neutral,,negative
11315,2010/2/17,"Finally, staff noted that the Committee might want to address both the eventual size of the Federal Reserve's balance sheet and its composition.",neutral,neutral,neutral,,neutral
11316,2010/2/17,"Outside of the transportation and high-tech sectors, business outlays on equipment and software appeared to change little in the fourth quarter.",neutral,neutral,neutral,,neutral
11317,2010/5/19,"Production in high-tech industries increased solidly, and available indicators pointed toward further expansion in this sector in the near term.",positive,neutral,neutral,,positive
11318,2010/8/31,"Capacity utilization in manufacturing in June stood well above its mid-2009 low, but it was still substantially short of its longer-run average.",neutral,neutral,neutral,,negative
11319,2010/8/31,"Sales of light motor vehicles continued to move up, on balance, with the level of sales in July slightly higher than the second-quarter average.",positive,neutral,neutral,,positive
11320,2010/8/31,The softer tone of incoming economic data suggested that the pace of the expansion would be slower over the near term than previously projected.,negative,neutral,neutral,,negative
11321,2010/8/31,One noted that survey measures of longer-run inflation expectations had remained positive in Japan throughout that country's bout of deflation.,neutral,neutral,positive,,positive
11322,2010/11/23,"Headline consumer price inflation was subdued in recent months, despite a rise in energy prices, as core consumer price inflation trended lower.",neutral,neutral,positive,,negative
11323,2011/2/16,Book-value data for October and November suggested that the pace of inventory accumulation also was slowing outside of the motor vehicle sector.,negative,neutral,neutral,,negative
11324,2011/2/16,Issuance of commercial mortgage-backed securities increased in the fourth quarter of 2010 but was still only a fraction of its pre-crisis level.,neutral,neutral,neutral,,neutral
11325,2011/4/5,"Consumer spending was supported by a solid increase in real disposable income in January, reflecting in part the temporary cut in payroll taxes.",positive,neutral,neutral,,positive
11326,2011/4/5,"As a result, the forecast for consumer price inflation over the medium run was little changed relative to that prepared for the January meeting.",neutral,neutral,neutral,,neutral
11327,2011/5/18,The staff next gave a presentation on strategies for normalizing the stance and conduct of monetary policy over time as the economy strengthens.,positive,neutral,neutral,,neutral
11328,2011/5/18,"Total consumer credit growth picked up in February, as a gain in nonrevolving credit more than offset a further contraction in revolving credit.",positive,neutral,neutral,,positive
11329,2011/7/12,The expansion of private nonfarm payroll employment in May was markedly below the average pace of job gains in the previous months of this year.,neutral,neutral,neutral,,negative
11330,2011/7/12,"The rate of growth in the emerging market economies stepped down from its rapid pace in the first quarter, although it remained generally solid.",positive,neutral,neutral,,negative
11331,2011/7/12,The Committee will regularly review the size and composition of its securities holdings and is prepared to adjust those holdings as appropriate.,neutral,neutral,neutral,,neutral
11332,2011/8/30,The Committee will regularly review the size and composition of its securities holdings and is prepared to adjust those holdings as appropriate.,neutral,neutral,neutral,,neutral
11333,2011/10/12,Part of the downshift in global economic growth appeared to have been driven by temporary supply chain disruptions caused by Japan's earthquake.,negative,neutral,neutral,,negative
11334,2011/10/12,The Committee will regularly review the size and composition of its securities holdings and is prepared to adjust those holdings as appropriate.,neutral,neutral,neutral,,neutral
11335,2011/11/22,The Committee will regularly review the size and composition of its securities holdings and is prepared to adjust those holdings as appropriate.,neutral,neutral,neutral,,neutral
11336,2012/1/3,"China's central bank cut its reserve requirements by 50 basis points, and the central bank of Brazil lowered its policy rate by the same amount.",neutral,neutral,neutral,,neutral
11337,2012/1/3,The Committee will regularly review the size and composition of its securities holdings and is prepared to adjust those holdings as appropriate.,neutral,neutral,neutral,,neutral
11338,2012/2/15,"Mortgage delinquency rates, while improving gradually, remained elevated relative to pre-crisis norms, and house prices continued to move lower.",negative,neutral,neutral,,negative
11339,2012/4/3,"Conditions in unsecured short-term dollar funding markets improved over the period, especially for financial institutions with European parents.",neutral,neutral,neutral,,positive
11340,2012/4/3,"Bank credit rose at a modest pace, on average, in January and February, mainly reflecting strong increases in securities holdings and C&I loans.",positive,neutral,neutral,,positive
11341,2012/8/22,Automakers' schedules indicated that the pace of motor vehicle assemblies in the third quarter would be about the same as in the second quarter.,neutral,neutral,neutral,,neutral
11342,2012/10/4,Participants discussed the effectiveness of purchases of Treasury securities relative to purchases of agency MBS in easing financial conditions.,neutral,neutral,neutral,,neutral
11343,2012/11/14,"For example, yields on MBS dropped noticeably, leading to a decline in mortgage interest rates, and corporate bond yields generally moved lower.",positive,neutral,neutral,,negative
11344,2013/2/20,Measures of inflation compensation derived from nominal and inflation-protected Treasury securities rose slightly over the intermeeting period.?,neutral,neutral,neutral,,neutral
11345,2013/2/20,"The Committee also retained its forward guidance about the federal funds rate, including the thresholds on the unemployment and inflation rates.",neutral,neutral,neutral,,neutral
11346,2013/4/10,One participant emphasized the role of recent asset purchases in keeping inflation from declining further below the Committee's longer-run goal.,neutral,neutral,neutral,,neutral
11347,2013/4/10,Several participants stated that such risks should not inhibit the Committee from pursuing its mandated objectives for inflation and employment.,neutral,neutral,neutral,,neutral
11348,2013/4/10,"The Committee also retained its forward guidance about the federal funds rate, including the thresholds on the unemployment and inflation rates.",neutral,neutral,neutral,,neutral
11349,2013/5/22,"The Committee also retained its forward guidance about the federal funds rate, including the thresholds on the unemployment and inflation rates.",neutral,neutral,neutral,,neutral
11350,2013/7/10,"In particular, one pointed out that the furloughs scheduled for the second half of the year were likely to reduce household income and spending.",negative,neutral,neutral,,negative
11351,2013/7/10,Market-based measures of inflation expectations decreased over the intermeeting period but remained within their ranges over the past few years.,neutral,neutral,positive,,neutral
11352,2013/8/21,Mortgage purchase applications declined modestly through July even as refinancing applications fell off sharply with the rise in mortgage rates.,negative,neutral,neutral,,negative
11353,2013/10/9,"In August, nominal retail sales, excluding those at motor vehicle and parts outlets, edged up, while sales of light motor vehicles rose notably.",positive,neutral,neutral,,positive
11354,2013/10/9,"Yields on corporate bonds, agency MBS, and Treasury inflation-protected securities rose about in line with those on nominal Treasury securities.",neutral,neutral,neutral,,neutral
11355,2013/11/20,The Desk's survey also indicated that the dealers had revised up their expectations of the total size of the Committee's asset purchase program.,neutral,neutral,neutral,,neutral
11356,2013/11/20,"Mortgage refinancing applications were down dramatically compared with May, but purchase applications were only a bit below their earlier level.",neutral,neutral,neutral,,negative
11357,2014/2/19,C. Maintain standing dollar liquidity swap arrangements with foreign banks in accordance with the Authorization for Foreign Currency Operations.,neutral,neutral,neutral,,neutral
11358,2014/2/19,"Conditions in the commercial real estate sector recovered further in the fourth quarter, with rising property prices and fewer distressed sales.",positive,neutral,neutral,,positive
11359,2014/4/9,"The change in the Committee's guidance does not indicate any change in the Committee's policy intentions as set forth in its recent statements.""",neutral,neutral,neutral,,neutral
11360,2014/5/21,"In the agricultural sector, the planting season was under way, but there were concerns about the effects of drought on production in some areas.",negative,neutral,neutral,,negative
11361,2014/11/19,"Third-quarter growth in real gross domestic product (GDP) remained healthy in the United Kingdom, and indicators for Canada also were positive.",positive,neutral,neutral,,positive
11362,2014/11/19,"Contacts in several regions reported ready availability of credit, strong loan growth, or a steady increase in commercial construction activity.",positive,neutral,neutral,,positive
11363,2015/1/7,A few participants suggested that the statement should focus on the economic conditions that would likely accompany the decision to raise rates.,neutral,neutral,neutral,,neutral
11364,2015/2/18,C. Maintain standing dollar liquidity swap arrangements with foreign banks in accordance with the Authorization for Foreign Currency Operations.,neutral,neutral,neutral,,neutral
11365,2015/2/18,"In the January SLOOS, banks reported that standards continued to ease, on net, for CRE lending and noted stronger demand for all CRE loan types.",positive,neutral,neutral,,positive
11366,2015/4/8,A few of them noted that continued modest wage growth could prompt them to reduce their estimates of the longer-run normal rate of unemployment.,neutral,positive,neutral,,negative
11367,2015/7/8,"Agricultural production in several Districts appeared likely to benefit from wet weather, but weak farm income continued to weigh on the sector.",neutral,neutral,neutral,,negative
11368,2015/7/8,Many expected that labor market underutilization would be largely eliminated around year-end if economic activity strengthened as they expected.,positive,positive,neutral,,neutral
11369,2015/8/19,"In China, stock prices fell substantially, prompting a number of policy and regulatory actions by Chinese officials to support the stock market.",negative,neutral,neutral,,negative
11370,2015/8/19,"Market-based measures of inflation compensation remained low, while survey-based measures of longer-term inflation expectations remained stable.",neutral,neutral,positive,,negative
11371,2015/10/8,Participants discussed the potential implications of recent economic and financial developments abroad for U.S. economic activity and inflation.,neutral,neutral,neutral,,neutral
11372,2015/11/18,Broad U.S. equity price indexes fell in the first few weeks after the September FOMC meeting but subsequently more than retraced those declines.,neutral,neutral,neutral,,negative
11373,2015/11/18,Continued concerns about the outlook for global economic growth weighed on commodity and foreign equity prices early in the intermeeting period.,negative,neutral,neutral,,negative
11374,2015/11/18,"Members indicated that they expected that, with appropriate policy accommodation, economic activity would continue to expand at a moderate pace.",positive,neutral,neutral,,positive
11375,2016/1/6,"Economic activity in Canada rebounded in the third quarter, boosted by rising exports and a smaller drag from declines in oil-sector investment.",positive,neutral,neutral,,positive
11376,2016/1/6,Equity indexes declined in many advanced and emerging market economies amid concerns about corporate earnings and falling oil and metals prices.,negative,neutral,neutral,,negative
11377,2016/1/6,"Recently, some of the available surveys had reported softer longer-run inflation expectations, while others suggested still-stable expectations.",neutral,neutral,positive,,negative
11378,2016/2/17,C. Maintain standing dollar liquidity swap arrangements with foreign banks in accordance with the Authorization for Foreign Currency Operations.,neutral,neutral,neutral,,neutral
11379,2016/2/17,"However, leverage continued to increase in the nonfinancial business sector, particularly among energy-related and other relatively risky firms.",neutral,neutral,neutral,,negative
11380,2016/2/17,Several saw that outlook as depending importantly on continued strengthening of the labor market or on an above-trend pace of economic activity.,positive,neutral,neutral,,neutral
11381,2016/2/17,"A range of recent labor market indicators, including strong job gains, points to some additional decline in underutilization of labor resources.",neutral,positive,neutral,,positive
11382,2016/4/6,"In their comments on labor market conditions, participants cited strong payroll gains and a further tick down in the civilian unemployment rate.",neutral,positive,neutral,,positive
11383,2016/5/18,"During their discussion of these developments, participants cited several factors that likely contributed to the easing in financial conditions.",positive,neutral,neutral,,positive
11384,2016/8/17,"The rate of private-sector job openings declined in May, albeit from an elevated level, and the rates of hires and of quits were both unchanged.",neutral,neutral,neutral,,neutral
11385,2016/8/17,"Nominal shipments of nondefense capital goods excluding aircraft decreased in May and June, and orders for these goods also declined on balance.",negative,neutral,neutral,,negative
11386,2016/10/12,The employment-to-population ratio for individuals aged 25 to 64 continued to be higher for whites than for African Americans and for Hispanics.,neutral,neutral,neutral,,neutral
11387,2016/10/12,They observed that monetary tightening in those episodes typically had been followed by recession and a large increase in the unemployment rate.,neutral,neutral,neutral,,negative
11388,2016/11/23,"Moreover, policymakers expected to benefit from accruing additional information before making judgments about a future implementation framework.",neutral,neutral,neutral,,neutral
11389,2016/11/23,Policymakers also underscored the importance of taking account of the possibility that neutral short-term interest rates could remain quite low.,neutral,neutral,neutral,,neutral
11390,2016/11/23,"Indeed, unit sales of light motor vehicles rose sharply in September and moved higher in October, supported in part by sizable sales incentives.",positive,neutral,neutral,,positive
11391,2017/2/22,"E. For reciprocal currency arrangements, standing dollar liquidity swap arrangements, and standing foreign currency liquidity swap arrangements:",neutral,neutral,neutral,,neutral
11392,2017/4/5,"Financing conditions for nonfinancial businesses, households, and state and local governments remained generally accommodative in recent months.",positive,neutral,neutral,,neutral
11393,2017/5/24,"Inflation in the AFEs continued to rise, largely because of the pass-through of earlier increases in crude oil prices into retail energy prices.",neutral,neutral,negative,,neutral
11394,2017/5/24,Many participants saw the risks stemming from global economic and financial developments as having receded further over the intermeeting period.,positive,neutral,neutral,,positive
11395,2017/7/5,The Committee affirms that changing the target range for the federal funds rate is its primary means of adjusting the stance of monetary policy.,neutral,neutral,neutral,,neutral
11396,2017/7/5,"Most AFE and EME equity indexes edged higher, supported by robust first-quarter earnings reports and generally positivee data releases overseas.",positive,neutral,neutral,,positive
11397,2017/8/16,The U.S. economic projection prepared by the staff for the July FOMC meeting was broadly similar to the previous forecast.,neutral,neutral,neutral,,neutral
11398,2017/8/16,Participants commented on a number of factors that would influence their ongoing assessments of the appropriate path for the federal funds rate.,neutral,neutral,neutral,,neutral
