sentence,label,score,sentence_simple,focus_ornot,label_new,score_new
The strength in exports was broadly based but benefited in particular from robust exports of automotive products.,Positive,0.999999881,benefited in particular from robust exports of automotive products.,1,Positive,1
Headline inflation rose in some developing countries but fell in others.,Negative,0.502832472,fell in others.,1,Negative,0.560642719
"Excluding food and energy, producer prices rose modestly in August, although prices for capital goods other than motor vehicles and high-tech equipment posted a large increase.",Positive,0.997452319,"Excluding food and energy, producer prices rose modestly in August",1,Positive,0.667044222
"The Committee expected inflation to moderate later this year and next year, but the inflation outlook remained highly uncertain.",Negative,0.959268153,the inflation outlook remained highly uncertain.,1,Negative,0.997088611
"Although downside risks to growth remained, the upside risks to inflation were also of significant concern to the Committee.",Negative,0.999835968,the upside risks to inflation were also of significant concern to the Committee.,1,Negative,0.999626994
"In longer-term credit markets, yields on investment-grade corporate bonds were not much changed, but yields on speculative-grade bonds rose somewhat.",Positive,0.914451778,yields on speculative-grade bonds rose somewhat.,1,Neutral,0.451599211
"Auctions of GSE debt following the conservatorship announcement reportedly attracted heavy demand, but market participants indicated that liquidity in the secondary market for GSE debt remained somewhat lower than normal.",Negative,0.999861717,market participants indicated that liquidity in the secondary market for GSE debt remained somewhat lower than normal.,1,Negative,0.999238729
"In the forecast prepared for the meeting, the staff left its projection for real GDP growth in the second half of 2008 little changed from the previous meeting, but it marked down its forecast for 2009 slightly.",Negative,0.998801589,it marked down its forecast for 2009 slightly.,1,Negative,0.999944329
"Some of the weakness in the household sector appeared to reflect the ongoing deterioration in the labor market, but the effects of the earlier run-up in oil prices, weakened balance sheets, and restrictive financial conditions also likely put the finances of many households and businesses under pressure.",Negative,0.999999881,"the effects of the earlier run-up in oil prices, weakened balance sheets, and restrictive financial conditions also likely put the finances of many households and businesses under pressure.",1,Negative,0.999998927
"The staff continued to expect that real GDP would advance slowly in the fourth quarter of 2008 and at a faster rate in 2009, but still less than that of its potential.",Positive,0.980319738,still less than that of its potential.,1,Negative,0.995022178
"Several participants had marked down their near-term outlook for economic activity and some judged that downside risks had increased, but most continued to expect a gradual recovery in 2009.",Negative,0.999986053,most continued to expect a gradual recovery in 2009.,1,Positive,0.982745647
"There was agreement that the liquidity facilities established by the Federal Reserve over the past year had been helpful in ameliorating strains in financial markets, but it was also noted that the capital of banks and other financial institutions would need to be bolstered in order to strengthen the functioning of the financial system and ease constraints on credit.",Positive,0.572296441,it was also noted that the capital of banks and other financial institutions would need to be bolstered in order to strengthen the functioning of the financial system and ease constraints on credit.,1,Positive,0.735702157
"Mortgage rates had fallen after action on the GSEs, inventories of houses for sale had fallen, and reports from contacts in some parts of the nation suggested a possible bottoming of the housing sector might not be far off, although the differences in the prospects for housing across states and regions seemed to be large.",Negative,0.994947314,"Mortgage rates had fallen after action on the GSEs, inventories of houses for sale had fallen, and reports from contacts in some parts of the nation suggested a possible bottoming of the housing sector might not be far off",1,Negative,0.999891758
"Committee members generally saw the current stance of monetary policy as consistent with a gradual strengthening of economic growth beginning next year, although they recognized that recent financial developments had boosted the downside risks to the economic outlook.",Positive,0.998807073,Committee members generally saw the current stance of monetary policy as consistent with a gradual strengthening of economic growth beginning next year,1,Positive,0.726647377
"The Committee expects inflation to moderate later this year and next year, but the inflation outlook remains highly uncertain.",Negative,0.961487234,the inflation outlook remains highly uncertain.,1,Negative,0.996635497
"While the payment of interest on reserves seemed to be helpful in mitigating downward pressure on the funds rate, a number of institutions evidently were willing to sell funds at interest rates below that paid on excess reserve balances.",Neutral,0.770513833,a number of institutions evidently were willing to sell funds at interest rates below that paid on excess reserve balances.,1,Neutral,0.989846528
"Industrial production fell in September, although much of the drop was related to effects of recent hurricanes and a strike at an aircraft manufacturer.",Negative,0.999999642,Industrial production fell in September,1,Negative,0.999998569
"According to the September labor market report, the unemployment rate remained at 6.1 percent, but private payroll employment fell faster than the average pace earlier in the year.",Positive,0.98983568,private payroll employment fell faster than the average pace earlier in the year.,1,Negative,0.718586504
"Nonbusiness services added jobs, but at the slowest rate of the year.",Negative,0.897336543,at the slowest rate of the year.,1,Negative,0.653253913
"Although much of the decline was due to the effects of the recent hurricanes and a strike at an aircraft manufacturer, most major industries experienced slow or declining output in recent months.",Negative,0.99997139,most major industries experienced slow or declining output in recent months.,1,Negative,0.998078108
"While standard indicators of near-term production suggested factory output would decline further over the next few months, the recovery of production in industries affected by the hurricanes was expected to offset these declines to a degree.",Positive,0.999686241,the recovery of production in industries affected by the hurricanes was expected to offset these declines to a degree.,1,Positive,0.999777973
"In the multifamily sector, starts edged up in September but remained toward the lower end of their two-year range.",Positive,0.93033433,remained toward the lower end of their two-year range.,1,Neutral,0.994856119
"Although the cutbacks in homebuilding had reduced the inventory of unsold houses, the slower rate of sales kept the months' supply of new homes very elevated relative to the level that had prevailed before the downturn in the housing market.",Negative,0.998235464,the slower rate of sales kept the months' supply of new homes very elevated relative to the level that had prevailed before the downturn in the housing market.,1,Negative,0.999360621
"The book-value data for manufacturing and trade inventories suggested that the real value of inventories continued to decline over the summer through August, but a number of indicators suggested that stocks in some industries remained above desired levels.",Negative,0.999384999,a number of indicators suggested that stocks in some industries remained above desired levels.,1,Positive,0.871733248
"Aircraft exports surged, but sales of other capital goods declined.",Positive,0.999952793,sales of other capital goods declined.,1,Negative,0.999153018
"Headline inflation continued to be elevated in many economies, but the most recent consumer price indexes for Japan and for the euro area suggested some deceleration in prices.",Negative,0.619646549,the most recent consumer price indexes for Japan and for the euro area suggested some deceleration in prices.,1,Negative,0.904551804
"The Committee expected inflation to moderate later this year and next year, but the inflation outlook remained highly uncertain.",Negative,0.959268153,the inflation outlook remained highly uncertain.,1,Negative,0.997088611
"Spreads between term Libor and OIS rates in euros and sterling rose from already-elevated levels, although by less than in dollars.",Neutral,0.855177045,Spreads between term Libor and OIS rates in euros and sterling rose from already-elevated levels,1,Neutral,0.832329988
"Liquid deposits expanded strongly in September, but leveled off in early October.",Positive,0.992232442,leveled off in early October.,1,Neutral,0.928033113
"After this joint statement and the announcements of similar programs in a number of other countries, financial market pressures appeared to ease somewhat, though conditions remained strained.",Negative,0.999827325,"After this joint statement and the announcements of similar programs in a number of other countries, financial market pressures appeared to ease somewhat",1,Negative,0.998098791
"Credit extended through the Primary Dealer Credit Facility rose rapidly ahead of quarter-end; although it subsided subsequently, the amount of credit outstanding remained well above the levels seen before mid-September.",Positive,0.999891043,the amount of credit outstanding remained well above the levels seen before mid-September.,1,Positive,0.99674356
"Although futures markets pointed to a lower trajectory for oil prices than at the time of the September meeting, real activity was expected to be restrained by further contraction in residential investment, reduced household wealth, continued tight credit conditions, and a deterioration of foreign economic performance.",Negative,0.999999762,"real activity was expected to be restrained by further contraction in residential investment, reduced household wealth continued tight credit conditions, and a deterioration of foreign economic performance.",1,Negative,0.999999762
"While economic activity had evidently already been slowing over the summer, the turmoil in recent weeks had apparently resulted in tighter financial conditions and greater uncertainty among businesses and households about economic prospects, further limiting their ability and willingness to make significant spending commitments.",Negative,0.999999166,"the turmoil in recent weeks had apparently resulted in tighter financial conditions and greater uncertainty among businesses and households about economic prospects, further limiting their ability and willingness to make significant spending commitments.",1,Negative,0.999997258
"While some expected an improving financial situation to contribute to a recovery in growth by mid-2009, others judged that the period of economic weakness could persist for some time.",Positive,0.999920487,others judged that the period of economic weakness could persist for some time.,1,Negative,0.999942899
"Several participants indicated that they expected some fiscal stimulus in coming quarters, but they were uncertain about the extent and duration of the resulting support to economic activity.",Negative,0.998735726,they were uncertain about the extent and duration of the resulting support to economic activity.,1,Negative,0.974731982
"While the global efforts to recapitalize banks and guarantee deposits had helped stabilize the situation, risk spreads remained higher, asset prices lower, and credit conditions tighter than prior to the recent disruptions.",Positive,0.999979496,"risk spreads remained higher, asset prices lower, and credit conditions tighter than prior to the recent disruptions.",1,Negative,0.916452706
"While advanced foreign economies had already shown signs of slowing, they had been significantly affected by the worsening of financial strains over the intermeeting period.",Negative,0.999987006,they had been significantly affected by the worsening of financial strains over the intermeeting period.,1,Negative,0.999975085
"Moreover, some survey measures of inflation expectations had declined as had those derived from inflation-linked Treasury securities, although recent movements in the latter measures were likely influenced in part by increases in the premiums required to hold the relatively illiquid inflation-indexed securities.",Neutral,0.84501642,"Moreover, some survey measures of inflation expectations had declined as had those derived from inflation-linked Treasury securities",1,Negative,0.968960047
"Others, though, saw a risk that if resource utilization remained weak for some time, inflation could fall below levels consistent with the Federal Reserve's dual mandate for promoting price stability and maximum employment, a development that would pose important policy challenges in light of the already-low level of the Committee's federal funds rate target.",Negative,0.999998927,"Others, inflation could fall below levels consistent with the Federal Reserve's dual mandate for promoting price stability and maximum employment, a development that would pose important policy challenges in light of the already-low level of the Committee's federal funds rate target.",1,Negative,0.999997139
"Members also saw the substantial downside risks to growth as supporting a relatively large policy move at this meeting, though even after today's 50 basis point action, the Committee judged that downside risks to growth would remain.",Negative,0.998577714,"Members also saw the substantial downside risks to growth as supporting a relatively large policy move at this meeting, the Committee judged that downside risks to growth would remain.",1,Negative,0.999396324
"The steep pace of decline in the production of consumer goods reflected not only cutbacks in motor vehicle assemblies but also drops in the output of other goods, such as appliances, furniture, and products related to home improvement.",Negative,0.999983549,"also drops in the output of other goods, such as appliances furniture, and products related to home improvement.",1,Negative,0.999634504
"Sales of light motor vehicles, which slumped in October, fell further in November, but the available information on retail sales suggested a small increase in real outlays for other consumer goods.",Negative,0.999968052,the available information on retail sales suggested a small increase in real outlays for other consumer goods.,1,Neutral,0.69086957
"Real incomes were also boosted by the reversal in energy prices, though the negative wealth effects of continued declines in equity and house prices likely offset this somewhat.",Positive,0.999999881,Real incomes were also boosted by the reversal in energy prices,1,Positive,0.999999881
"Housing demand remained weak, and although the number of unsold new single-family homes continued to move lower, inventories remained elevated relative to the current pace of sales.",Negative,0.999985218,"Housing demand remained weak, inventories remained elevated relative to the current pace of sales.",1,Negative,0.999997377
"Sales of existing single-family homes changed little, although a drop in pending home sales in October pointed to further declines in the near term.",Negative,0.999991417,Sales of existing single-family homes changed little,1,Neutral,0.892319977
"While the decline in the previous quarter was concentrated in computers and transportation equipment, declines in spending in the fourth quarter were more widespread.",Negative,0.999969959,declines in spending in the fourth quarter were more widespread.,1,Negative,0.99988699
"The decline in imports was led by lower imports of non-oil industrial supplies, capital goods, and automotive products, although these declines were partly offset by an increase in the value of oil imports.",Negative,0.99636358,"The decline in imports was led by lower imports of non-oil industrial supplies, capital goods, and automotive products",1,Negative,0.999630928
"In Canada, however, real gross domestic product (GDP) increased at a faster-than-expected pace in the third quarter, though consumption and investment continued to soften.",Negative,0.988682687,"In Canada, however, real gross domestic product (GDP increased at a faster-than-expected pace in the third quarter",1,Positive,0.762978971
"Economic activity in most emerging market economies decelerated sharply in the third quarter, though a surge in agricultural output helped to support activity in Mexico, and the Brazilian economy continued to expand rapidly.",Positive,0.999974489,"Economic activity in most emerging market economies decelerated sharply in the third quarter, and the Brazilian economy continued to expand rapidly.",1,Positive,0.838569045
"The recent slowing in core consumer price inflation was widespread and likely reflected not only the weak pace of economic activity but also the easing of some earlier cost pressures as the prices of crude oil, gasoline, and other commodities declined.",Negative,0.999972939,"also the easing of some earlier cost pressures as the prices of crude oil gasoline, and other commodities declined.",1,Positive,0.952226102
"Although the decline in inflation compensation occurred amid sharp decreases in inflation measures and energy prices, it was likely amplified by increased investor preference for the greater liquidity of nominal Treasury securities relative to that of inflation-protected Treasury securities.",Neutral,0.501957297,it was likely amplified by increased investor preference for the greater liquidity of nominal Treasury securities relative to that of inflation-protected Treasury securities.,1,Neutral,0.927815199
"Conditions in short-term funding markets remained strained for most of the intermeeting period, though some signs of improvement were evident.",Negative,0.999991298,Conditions in short-term funding markets remained strained for most of the intermeeting period,1,Negative,0.999981403
"Meanwhile, primary credit outstanding remained high, although it had declined somewhat in recent weeks.",Negative,0.788778722,"Meanwhile, primary credit outstanding remained high",1,Positive,0.999660015
"Spreads on 30-day A1/P1 and asset-backed commercial paper (ABCP) continued to narrow after the Commercial Paper Funding Facility (CPFF) became operational on October 27, although spreads subsequently reversed a portion of the declines as maturities crossed over year-end.",Negative,0.622369289,Spreads on 30-day A1/P1 and asset-backed commercial paper (ABCP continued to narrow after the Commercial Paper Funding Facility (CPFF) became operational on October 27,1,Neutral,0.999141693
"The dollar amounts of unsecured financial CP and ABCP outstanding rebounded from their October lows, though issuance into the CPFF more than accounted for this increase.",Positive,0.997772276,The dollar amounts of unsecured financial CP and ABCP outstanding rebounded from their October lows,1,Neutral,0.988503516
"Yields on investment-grade bonds moved lower, but risk spreads on these instruments over comparable-maturity Treasury securities widened substantially as yields on Treasury securities fell more.",Positive,0.820029974,risk spreads on these instruments over comparable-maturity Treasury securities widened substantially as yields on Treasury securities fell more.,1,Negative,0.469073206
"Gross issuance of bonds by nonfinancial investment-grade companies continued at a solid pace, but issuance of speculative-grade bonds remained at zero.",Positive,0.997358501,issuance of speculative-grade bonds remained at zero.,1,Neutral,0.999067724
"Small time deposits increased somewhat more slowly than in October, although the rate of expansion remained quite rapid as banks continued to bid aggressively for these deposits.",Positive,0.968867719,Small time deposits increased somewhat more slowly than in October,1,Positive,0.935386419
Liquidity conditions in the money markets of major foreign economies improved but remained strained over the intermeeting period.,Negative,0.947644174,remained strained over the intermeeting period.,1,Negative,0.999996066
"Movements in stock prices were mixed in the advanced foreign economies, although equity prices generally rose in emerging market economies.",Neutral,0.99969101,Movements in stock prices were mixed in the advanced foreign economies,1,Neutral,0.999859214
"In the forecast prepared for the meeting, the staff revised down sharply its outlook for economic activity in 2009 but continued to project a moderate recovery in 2010.",Negative,0.988564312,continued to project a moderate recovery in 2010.,1,Positive,0.959533036
"Oil prices, which dropped significantly during the intermeeting period, were assumed to rise over the next two years in line with the path indicated by futures market prices, but to remain below the levels of October 2008.",Negative,0.937282503,to remain below the levels of October 2008.,1,Negative,0.999988079
"Although some financial markets exhibited signs of improved functioning, financial conditions generally remained very strained.",Negative,0.999991417,financial conditions generally remained very strained.,1,Negative,0.999824822
"Indeed, the severe ongoing financial market strains, the large reductions in household wealth, and the global nature of the economic slowdown were seen by some participants as suggesting the distinct possibility of a prolonged contraction, although that was not judged to be the most likely outcome.",Negative,0.999986053,"Indeed, the severe ongoing financial market strains, the large reductions in household wealth, and the global nature of the economic slowdown were seen by some participants as suggesting the distinct possibility of a prolonged contraction",1,Negative,0.99999392
"Although improvements were evident in some markets, particularly those for highly rated commercial paper and for interbank funds, financial markets generally remained under severe stress.",Negative,0.999968529,"particularly those for highly rated commercial paper and for interbank funds, financial markets generally remained under severe stress.",1,Negative,0.999984503
Rising risk spreads kept the cost of issuing corporate bonds at a high level--especially for lower-rated firms--even though Treasury yields had declined sharply since the October 28-29 meeting.,Positive,0.987368643,Rising risk spreads kept the cost of issuing corporate bonds at a high level--especially for lower-rated firms--even though Treasury yields had declined sharply since the October 28-29 meeting.,1,Positive,0.987368762
"Some participants pointed out that reduced consumer wealth and concerns about employment could lead to a further increase in saving, which, although desirable in the longer term, could put additional downward pressure on consumer spending in coming quarters.",Negative,0.999997497,"Some participants pointed out that reduced consumer wealth and concerns about employment could lead to a further increase in saving, which, could put additional downward pressure on consumer spending in coming quarters.",1,Negative,0.999996543
"The recent decline in mortgage rates had sparked some refinancing and purchase activity, but the extent of the longer-term impact of lower rates on housing demand remained uncertain.",Negative,0.999107897,the extent of the longer-term impact of lower rates on housing demand remained uncertain.,1,Negative,0.992667496
"Participants noted that very low levels of the federal funds rate had the potential to help buoy aggregate demand and economic activity, but they also had potential costs in terms of the functioning of certain financial markets and some financial institutions.",Positive,0.997037768,they also had potential costs in terms of the functioning of certain financial markets and some financial institutions.,1,Negative,0.998700142
"Most participants judged that the benefits in terms of support for the overall economy of federal funds rates close to, but slightly above, zero probably outweighed the adverse effects.",Negative,0.972640514,"slightly above, zero probably outweighed the adverse effects.",1,Neutral,0.468760192
"The available evidence indicated that such purchases would reduce yields on those instruments, and lower yields on those securities would tend to reduce borrowing costs for a range of private borrowers, although participants were uncertain as to the likely size of such effects.",Neutral,0.746074498,"The available evidence indicated that such purchases would reduce yields on those instruments, and lower yields on those securities would tend to reduce borrowing costs for a range of private borrowers",1,Neutral,0.527427852
"Members agreed that they should not specify the precise timing of these purchases, but that they should leave discretion to the Desk to intervene depending on market and broader economic conditions.",Neutral,0.999982357,that they should leave discretion to the Desk to intervene depending on market and broader economic conditions.,1,Neutral,0.999995708
"C. Any operation that might generate a substantial volume of trading in a particular currency by the System, even though the change in the System's net position in that currency might be less than the limits specified in 1.B.D.",Neutral,0.999111474,C. Any operation that might generate a substantial volume of trading in a particular currency by the System,1,Neutral,0.99900645
"While conditions in some financial markets showed limited improvement, extraordinary financial stresses remained apparent and credit conditions became still tighter for households and businesses.",Negative,0.999769628,extraordinary financial stresses remained apparent and credit conditions became still tighter for households and businesses.,1,Negative,0.999686241
"Housing demand remained very weak and, although the stock of unsold new single-family homes continued to move down in November, inventories of unsold homes remained elevated relative to the pace of sales.",Negative,0.999996305,"Housing demand remained very weak and, inventories of unsold homes remained elevated relative to the pace of sales.",1,Negative,0.999996185
"Sales of existing single-family homes dropped less than sales of new homes in November and turned up in December, but the relative strength in sales of existing homes appeared to be at least partly attributable to increases in foreclosure-related and other distressed sales.",Positive,0.999994993,the relative strength in sales of existing homes appeared to be at least partly attributable to increases in foreclosure-related and other distressed sales.,1,Positive,0.999968052
"Although the interest rate on conforming 30-year fixed-rate mortgages declined markedly over the intermeeting period, the Senior Loan Officer Opinion Survey on Bank Lending Practices that was conducted in January indicated that banks had tightened lending standards on prime mortgage loans over the preceding three months.",Negative,0.996026874,the Senior Loan Officer Opinion Survey on Bank Lending Practices that was conducted in January indicated that banks had tightened lending standards on prime mortgage loans over the preceding three months.,1,Negative,0.963870108
"Construction spending related to petroleum refining and power generation and distribution continued to increase briskly in the second half of 2008, responding to the surge in energy prices in the first half of that year, but real investment for many types of buildings stagnated or declined.",Neutral,0.440939605,real investment for many types of buildings stagnated or declined.,1,Negative,0.99874866
More than half of the decline in imports was due to a decrease in imports of oil that mostly reflected a dramatic decrease in prices but also some reduction in volume.,Negative,0.999889135,also some reduction in volume.,1,Negative,0.999882936
"Measures of longer-term inflation expectations edged up in early January, but remained lower than they had been in all but the last few weeks of 2008.",Negative,0.982275963,remained lower than they had been in all but the last few weeks of 2008.,1,Negative,0.999637485
"Although implied inflation compensation derived from Treasury Inflation-Protected Securities (TIPS) increased over the period, this increase reportedly was largely attributable to improved trading conditions in the TIPS market rather than upward revisions to inflation expectations.",Positive,0.915129602,this increase reportedly was largely attributable to improved trading conditions in the TIPS market rather than upward revisions to inflation expectations.,1,Positive,0.999889612
"Conditions in short-term funding markets showed some signs of easing, although significant stresses remained.",Positive,0.852957904,Conditions in short-term funding markets showed some signs of easing,1,Positive,0.979481399
"The spreads of London interbank offered rates, or Libor, over comparable-maturity overnight index swap rates declined across most maturities over the period: The one-month spread fell to its lowest level since August 2007; the three-month spread also declined but remained elevated.",Negative,0.993363142,remained elevated.,1,Negative,0.988164902
"Though depository institutions continued to make substantial use of the discount window, the amount of primary credit outstanding declined.",Neutral,0.522276223,the amount of primary credit outstanding declined.,1,Neutral,0.62688148
"Recent auctions of term funds under the Federal Reserve's Term Auction Facility were undersubscribed, although one auction following the year-end did see a relatively large number of bidders.",Negative,0.816294014,Recent auctions of term funds under the Federal Reserve's Term Auction Facility were undersubscribed,1,Negative,0.81044668
"Trading volumes fell to very low levels at the end of 2008, although they recovered a bit after the end of the year.",Negative,0.99962461,Trading volumes fell to very low levels at the end of 2008,1,Negative,0.999944091
"Yields and spreads on corporate bonds decreased noticeably, particularly for speculative-grade firms, but spreads remained high by historical standards.",Negative,0.973865569,spreads remained high by historical standards.,1,Positive,0.84501487
"Gross issuance of bonds by nonfinancial investment-grade companies remained solid, but issuance of speculative-grade bonds was limited.",Positive,0.995321333,issuance of speculative-grade bonds was limited.,1,Neutral,0.998332679
"Conditions in foreign financial markets were relatively calm over the intermeeting period, although concerns about bank earnings and the stability of the global banking system led to widespread declines in equity prices later in the period.",Negative,0.999994636,Conditions in foreign financial markets were relatively calm over the intermeeting period,1,Negative,0.856521487
"Sovereign bond yields in the advanced foreign economies fell early in the period, likely reflecting declining inflation and expectations of lower policy rates, but moved up subsequently, perhaps in response to concerns about fiscal deficits.",Negative,0.999810994,"moved up subsequently, perhaps in response to concerns about fiscal deficits.",1,Negative,0.998811364
"The staff's projections of real GDP growth in the second half of 2009 and in 2010 were revised upward slightly, reflecting greater monetary and fiscal stimulus as well as the effects of more moderate oil prices and long-term interest rates, but they continued to show no more than a gradual economic recovery.",Positive,0.969741583,they continued to show no more than a gradual economic recovery.,1,Negative,0.94277972
"Several participants noted that firms' efforts to control inventories as sales declined had contributed to the rapid downturn in production and employment in recent quarters, but expected that the resulting absence of widespread inventory overhangs might spur a prompt pickup in production in many sectors later this year once sales begin to level out or turn up.",Negative,0.999314427,expected that the resulting absence of widespread inventory overhangs might spur a prompt pickup in production in many sectors later this year once sales begin to level out or turn up.,1,Positive,0.660560787
"But in an environment of considerable economic slack, little if any inflation pressure from energy or other import prices, and possible declines in inflation expectations, headline and core inflation were expected to be quite low for several years.",Negative,0.999274909,"in an environment of considerable economic slack, little if any inflation pressure from energy or other import prices, and possible declines in inflation expectations headline and core inflation were expected to be quite low for several years.",1,Negative,0.999266684
"All but a few saw the risks to growth as tilted to the downside; in light of financial stresses and tight credit conditions, they saw a significant risk that the economic recovery would be both delayed and initially quite weak.",Negative,0.999999762,"a few saw the risks to growth as tilted to the downside; in light of financial stresses and tight credit conditions, they saw a significant risk that the economic recovery would be both delayed and initially quite weak.",1,Negative,0.999999642
"Looking ahead, participants anticipated that tax cuts and some other elements of the proposed fiscal stimulus package would add to after-tax incomes and thus boost consumer spending, though the magnitude of the impetus was far from clear.",Positive,0.999993682,"Looking ahead, participants anticipated that tax cuts and some other elements of the proposed fiscal stimulus package would add to after-tax incomes and thus boost consumer spending",1,Positive,0.999997258
"Though sales of existing homes appeared to have flattened out, a large fraction of those transactions seemed to have resulted from foreclosures or other forced sales; moreover, new home sales, housing starts, and permits all continued to decline steeply.",Negative,0.999993443,"a large fraction of those transactions seemed to have resulted from foreclosures or other forced sales; moreover, new home sales, housing starts, and permits all continued to decline steeply.",1,Negative,0.999997973
"Lower house prices and mortgage rates had increased housing affordability, but concerns that house prices may fall further appeared to be holding back potential buyers.",Negative,0.99989748,concerns that house prices may fall further appeared to be holding back potential buyers.,1,Negative,0.999997139
"Participants generally thought that fiscal stimulus was a necessary and important complement to the steps the Federal Reserve and other agencies were taking, and that it would help foster economic recovery, but had questions about the details of the proposed legislation and the extent to which it would boost demands for and production of goods and services.",Neutral,0.925791621,had questions about the details of the proposed legislation and the extent to which it would boost demands for and production of goods and services.,1,Neutral,0.911367774
Others were skeptical that a single quantitative measure could adequately convey the Federal Reserve's current approach to monetary policy because the stimulative effect of the Federal Reserve's liquidity-providing and asset-purchase programs depends not only on the scale but also on the mix of lending programs and securities purchases.,Neutral,0.998001635,also on the mix of lending programs and securities purchases.,1,Neutral,0.999942183
"Members noted that it may be necessary to expand these programs, but had somewhat different views about the best way of doing so.",Neutral,0.999914765,had somewhat different views about the best way of doing so.,1,Neutral,0.998201132
Several expressed a willingness to expand the size and duration of those purchases in the near future; others stood ready to expand the program if conditions warrant but noted that the program had only recently been implemented and preferred to wait for more information about economic and financial developments and the program's effects before considering an expansion.,Neutral,0.999613822,noted that the program had only recently been implemented and preferred to wait for more information about economic and financial developments and the program's effects before considering an expansion.,1,Neutral,0.995441794
"The Committee anticipates that a gradual recovery in economic activity will begin later this year, but the downside risks to that outlook are significant.",Negative,0.999814332,the downside risks to that outlook are significant.,1,Negative,0.99998951
"There was no evidence that these institutions were encountering difficulty in meeting foreign currency obligations at this time, but these facilities would be available should pressures develop in the future.",Neutral,0.967971921,these facilities would be available should pressures develop in the future.,1,Neutral,0.99962616
"Although production of light motor vehicles turned up in February, it remained well below the pace of the fourth quarter as manufacturers responded to the significant deterioration in demand over the past few months.",Negative,0.999997973,it remained well below the pace of the fourth quarter as manufacturers responded to the significant deterioration in demand over the past few months.,1,Negative,0.999996305
"Although the stock of unsold new single-family homes fell in January to its lowest level since 2003, inventories continued to move up relative to the slow pace of sales.",Negative,0.992081761,inventories continued to move up relative to the slow pace of sales.,1,Negative,0.490546107
"Conditions in repurchase agreement markets for most collateral types improved over the period, but volumes remained low.",Positive,0.999729574,volumes remained low.,1,Negative,0.999996662
Measures of liquidity in the secondary market for speculative-grade corporate bonds worsened somewhat over the period but remained significantly better than in the fall of 2008.,Positive,0.785180032,remained significantly better than in the fall of 2008.,1,Positive,1
"Trading conditions in the leveraged syndicated loan market improved slightly, but issuance continued to be very weak.",Negative,0.999778092,issuance continued to be very weak.,1,Negative,0.999998927
"Reflecting heavy borrowing by the Treasury, total debt of the domestic nonfinancial sector was projected to have continued to expand in the first quarter, but at a pace below that recorded in the fourth quarter of last year.",Positive,0.941763937,at a pace below that recorded in the fourth quarter of last year.,1,Negative,0.999767005
"Inventory liquidation was continuing, but inventory-sales ratios remained elevated as sales slowed.",Negative,0.999989748,inventory-sales ratios remained elevated as sales slowed.,1,Negative,0.998153031
"Against this backdrop, participants anticipated further employment cutbacks over coming months, though perhaps at a gradually diminishing rate.",Negative,0.999786317,"Against this backdrop, participants anticipated further employment cutbacks over coming months",1,Negative,0.999640226
"Participants did not interpret the uptick in housing starts in February as the beginning of a new trend, but some noted that there was only limited scope for housing activity to fall further.",Negative,0.967570066,some noted that there was only limited scope for housing activity to fall further.,1,Negative,0.981292129
"However, for the most part, participants viewed conditions in financial markets as little changed but remaining extraordinarily stressed.",Neutral,0.569555819,remaining extraordinarily stressed.,1,Positive,0.507282794
"In contrast, the potential for a large increase over time in the size of the balance sheet from the TALF program was seen as supporting a more modest, though still substantial, increase in asset purchases.",Positive,0.799938262,"In contrast, the potential for a large increase over time in the size of the balance sheet from the TALF program was seen as supporting a more modest",1,Positive,0.58820343
"Although the near-term economic outlook is weak, the Committee anticipates that policy actions to stabilize financial markets and institutions, together with fiscal and monetary stimulus, will contribute to a gradual resumption of sustainable economic growth.",Positive,0.983710289,"the Committee anticipates that policy actions to stabilize financial markets and institutions, together with fiscal and monetary stimulus, will contribute to a gradual resumption of sustainable economic growth.",1,Positive,0.999988437
"The general contours of the projections--a rapid near-term increase in Federal Reserve assets and the monetary base, followed by a decline for a time--were the same in each case, but the timing and magnitude varied significantly depending upon the underlying assumptions.",Neutral,0.995662868,the timing and magnitude varied significantly depending upon the underlying assumptions.,1,Neutral,0.999978542
Housing activity remained depressed but seemed to have leveled off in February and March.,Negative,0.999997616,seemed to have leveled off in February and March.,1,Negative,0.990704954
"Real spending on goods and services excluding motor vehicles fell in March but was up, on balance, for the first quarter as a whole.",Neutral,0.890914917,"was up, on balance, for the first quarter as a whole.",1,Positive,0.991663814
"Sales of new single-family homes held steady in March after edging up in February, but the level of such sales remained low, leaving the supply of new homes relative to the pace of sales very high by historical standards.",Negative,0.968662322,"the level of such sales remained low, leaving the supply of new homes relative to the pace of sales very high by historical standards.",1,Negative,0.999091387
"Rates on jumbo loans came down as well, although the spread between the rates on jumbo and conforming loans was still wide and the market for private-label nonprime MBS remained impaired.",Negative,0.999990463,Rates on jumbo loans came down as well,1,Negative,0.997199416
"In the April Senior Loan Officer Opinion Survey on Bank Lending Practices, the net percentages of respondents that reported they tightened their business lending policies over the previous three months, although continuing to be very elevated, edged down for the second consecutive survey.",Negative,0.779549241,"In the April Senior Loan Officer Opinion Survey on Bank Lending Practices, the net percentages of respondents that reported they tightened their business lending policies over the previous three months",1,Negative,0.698119819
"Despite the significant cuts in production in recent quarters, inventories remained sizable early in the year, although the overhang appeared to be less severe than in late 2008.",Negative,0.999612033,"Despite the significant cuts in production in recent quarters, inventories remained sizable early in the year",1,Negative,0.998498321
